id	abbrev	charge	formula	mass	name	deltaG
cpd03448_c0	cpd03448_c0	0	C48H72O3	0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_c0	166.11
cpd03449_c0	cpd03449_c0	0	C48H72O4	0	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_c0	136.55
cpd00058_e0	cpd00058_e0	2	Cu	0	Cu2+_e0	10000000
cpd00058_c0	cpd00058_c0	2	Cu	0	Cu2+_c0	10000000
cpd11514_c0	cpd11514_c0	-1	C26H47N2O8PRS	0	12-methyl-trans-tetra-dec-2-enoyl-ACP_c0	10000000
cpd11515_c0	cpd11515_c0	-2	C26H49N2O8PRS	0	12-methyl-tetra-decanoyl-ACP_c0	10000000
cpd04920_c0	cpd04920_c0	-2	C7H13O10P	0	D-Glycero-D-manno-heptose1-phosphate_c0	-467.2
cpd03830_c0	cpd03830_c0	-2	C17H25N5O16P2	0	ADP-D-glycero-D-manno-heptose_c0	-659.05
cpd00264_c0	cpd00264_c0	3	C7H22N3	0	Spermidine_c0	4.79
cpd00726_c0	cpd00726_c0	2	C3H12N2	0	1,3-Propanediamine_c0	-7.64
cpd02835_c0	cpd02835_c0	-2	C43H75N3O20P2	0	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine_c0	-831.55
cpd02930_c0	cpd02930_c0	-2	C34H64NO12P	0	Lipid X_c0	-499.78
cpd03002_c0	cpd03002_c0	-2	C68H127N2O20P	0	Lipid A disaccharide_c0	-727.26
cpd02826_c0	cpd02826_c0	-1	C8H15N3O8P	0	5'-Phosphoribosylformylglycinamidine_c0	-381.6
cpd02140_c0	cpd02140_c0	-1	C8H13N3O7P	0	AIR_c0	-297.44
cpd11502_c0	cpd11502_c0	-1	C20H35N2O8PRS	0	6-methyl-trans-oct-2-enoyl-ACP_c0	10000000
cpd11503_c0	cpd11503_c0	-1	C20H37N2O8PRS	0	6-methyl-octanoyl-ACP_c0	10000000
cpd00282_c0	cpd00282_c0	-1	C5H5N2O4	0	S-Dihydroorotate_c0	-151.52
cpd02021_c0	cpd02021_c0	-5	C32H39N7O20P3S	0	Succinylbenzoyl-CoA_c0	-859.92
cpd01882_c0	cpd01882_c0	-4	C26H40N7O17P3S	0	Isovaleryl-CoA_c0	-782.78
cpd11520_c0	cpd11520_c0	-2	C16H29N2O8PRS	0	isovaleryl-ACP_c0	10000000
cpd00498_c0	cpd00498_c0	-1	C6H9O4	0	2-Aceto-2-hydroxybutanoate_c0	-151.56
cpd08287_c0	cpd08287_c0	-2	C14H23N3O14P2	0	4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-646.09
cpd02691_c0	cpd02691_c0	-4	C26H40N7O18P3S	0	2-methyl-3-hydroxy-butyryl-CoA_c0	-820.82
cpd02124_c0	cpd02124_c0	-4	C26H38N7O18P3S	0	2-Methylacetoacetyl-CoA_c0	-812.8
cpd00229_c0	cpd00229_c0	0	C2H4O2	0	Glycolaldehyde_c0	-70.28
cpd00954_c0	cpd00954_c0	0	C7H9N5O2	0	6-hydroxymethyl dihydropterin_c0	-3.11
cpd03584_c0	cpd03584_c0	-1	C29H50N3O18P2	0	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine_c0	-783.35
cpd15794_c0	cpd15794_c0	-2	C77H148O17P2	0	Isoheptadecanoylcardiolipin (B. subtilis)_c0	-710.38
cpd00239_c0	cpd00239_c0	-1	HS	0	H2S_c0	-6.66
cpd03446_c0	cpd03446_c0	0	C47H72O2	0	2-Octaprenyl-6-methoxyphenol_c0	186.74
cpd03447_c0	cpd03447_c0	0	C47H70O3	0	2-Octaprenyl-6-methoxy-1,4-benzoquinone_c0	166.52
cpd01727_c0	cpd01727_c0	-2	C7H10O4	0	Pimelate_c0	-158.1
cpd02882_c0	cpd02882_c0	0	C9H16N4O6	0	4--1-D-Ribitylamino-5-aminouracil_c0	-189.57
cpd02656_c0	cpd02656_c0	-1	C13H17N4O6	0	6-7-Dimethyl-8--1-D-ribityllumazine_c0	-124.62
cpd00525_c0	cpd00525_c0	-4	C28H39N5O23P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	-958.02
cpd02964_c0	cpd02964_c0	-4	C35H51N7O26P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	-1064.55
cpd00050_c0	cpd00050_c0	-3	C17H18N4O9P	0	FMN_c0	-323.22
cpd00015_c0	cpd00015_c0	-3	C27H30N9O15P2	0	FAD_c0	-529.37
cpd00668_c0	cpd00668_c0	-1	C5H7O4	0	ALCTT_c0	-153.18
cpd02498_c0	cpd02498_c0	-1	C5H9O4	0	2,3-Dihydroxy-isovalerate_c0	-161.2
cpd12370_c0	cpd12370_c0	0	HOR	0	apo-ACP_c0	10000000
cpd00731_c0	cpd00731_c0	0	C6H12N2O3	0	Ala-Ala_c0	-118.69
cpd02968_c0	cpd02968_c0	-4	C41H61N9O28P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0	-1126.09
cpd00201_c0	cpd00201_c0	-2	C20H21N7O7	0	10-Formyltetrahydrofolate_c0	-144.77
cpd02113_c0	cpd02113_c0	-2	C16H24N2O15P2	0	dTDP-rhamnose_c0	-686.89
cpd00522_c0	cpd00522_c0	-2	C16H22N2O15P2	0	dTDP-4-oxo-L-rhamnose_c0	-680.33
cpd03831_c0	cpd03831_c0	-2	C17H25N5O16P2	0	ADP-L-glycero-D-manno-heptose_c0	-659.05
cpd00117_c0	cpd00117_c0	0	C3H7NO2	0	D-Alanine_c0	-87.92
cpd02535_c0	cpd02535_c0	-1	C6H11O4	0	2,3-Dihydroxy-3-methylvalerate_c0	-159.58
cpd11526_c0	cpd11526_c0	-1	C20H37N2O9PRS	0	7-methyl-3-hydroxy-octanoyl-ACP_c0	10000000
cpd11527_c0	cpd11527_c0	-1	C20H35N2O8PRS	0	7-methyl-trans-oct-2-enoyl-ACP_c0	10000000
cpd11517_c0	cpd11517_c0	-1	C28H53N2O9PRS	0	14-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	10000000
cpd11518_c0	cpd11518_c0	-1	C28H51N2O8PRS	0	14-methyl-trans-hexa-dec-2-enoyl-ACP_c0	10000000
cpd11516_c0	cpd11516_c0	-1	C28H51N2O9PRS	0	14-methyl-3-oxo-hexa-decanoyl-ACP_c0	10000000
cpd11534_c0	cpd11534_c0	-1	C24H45N2O9PRS	0	11-methyl-3-hydroxy-dodecanoyl-ACP_c0	10000000
cpd11535_c0	cpd11535_c0	-1	C24H43N2O8PRS	0	11-methyl-trans-dodec-2-enoyl-ACP_c0	10000000
cpd03460_c0	cpd03460_c0	-2	C6H8N2O5	0	N-Carbamyl-L-glutamate_c0	-202.34
cpd11504_c0	cpd11504_c0	-1	C22H39N2O9PRS	0	8-methyl-3-oxo-decanoyl-ACP_c0	10000000
cpd11505_c0	cpd11505_c0	-1	C22H41N2O9PRS	0	8-methyl-3-hydroxy-decanoyl-ACP_c0	10000000
cpd17043_c0	cpd17043_c0	0	null	0	RNA transcription_c0	10000000
cpd15795_c0	cpd15795_c0	-2	C77H148O17P2	0	Anteisoheptadecanoylcardiolipin (B. subtilis)_c0	-710.38
cpd15484_c0	cpd15484_c0	-5	C124H223N2O51P2	0	heptosyl-heptosyl-kdo2-lipidA_c0	-1840.48
cpd15549_c0	cpd15549_c0	-8	C124H219N2O54P3	0	phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2052.98
cpd00219_c0	cpd00219_c0	-2	C10H8O6	0	Prephenate_c0	-186.17
cpd00034_e0	cpd00034_e0	2	Zn	0	Zn2+_e0	10000000
cpd00034_c0	cpd00034_c0	2	Zn	0	Zn2+_c0	10000000
cpd15684_c0	cpd15684_c0	-2	C46H83N3O15P2	0	CDP-1,2-dianteisoheptadecanoylglycerol_c0	-637.98
cpd00817_c0	cpd00817_c0	-2	C5H9O8P	0	D-Arabinose5-phosphate_c0	-392.04
cpd03299_c0	cpd03299_c0	-1	C6H7N2O4	0	Hydantoin-propionate_c0	-151.46
cpd15489_c0	cpd15489_c0	-7	C145H255N2O74P4	0	inner core oligosaccharide lipid A_c0	-2818.46
cpd03919_c0	cpd03919_c0	2	C58H86CoN16O14P	0	Adenosyl cobinamide phosphate_c0	10000000
cpd17049_c0	cpd17049_c0	0	C3H7ON	0	3-aminopropanaldehyde_c0	0
cpd03422_c0	cpd03422_c0	3	C48H75CoN11O8	0	Cobinamide_c0	10000000
cpd15475_c0	cpd15475_c0	-11	C163H281N2O89P4	0	glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A_c0	-3293.9
cpd15477_c0	cpd15477_c0	-11	C169H291N2O94P4	0	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A_c0	-3452.38
cpd00149_c0	cpd00149_c0	2	Co	0	Co2+_c0	10000000
cpd00149_e0	cpd00149_e0	2	Co	0	Co2+_e0	10000000
cpd00791_c0	cpd00791_c0	-2	C34H38N4O4	0	ProtoporphyrinogenIX_c0	10000000
cpd01476_c0	cpd01476_c0	-2	C34H32N4O4	0	Protoporphyrin_c0	10000000
cpd11528_c0	cpd11528_c0	-1	C20H37N2O8PRS	0	7-methyl-octanoyl-ACP_c0	10000000
cpd03495_c0	cpd03495_c0	-4	C95H152N8O28P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	-831.43
cpd15666_c0	cpd15666_c0	-2	C40H63N8O21R	0	Peptidoglycan polymer (n-1 subunits)_c0	10000000
cpd02229_c0	cpd02229_c0	-2	C55H90O7P2	0	Bactoprenyl diphosphate_c0	-158.28
cpd15665_c0	cpd15665_c0	-4	C80H125N16O42R	0	Peptidoglycan polymer (n subunits)_c0	10000000
cpd08288_c0	cpd08288_c0	-4	C14H22N3O17P3	0	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-858.59
cpd11519_c0	cpd11519_c0	-2	C28H53N2O8PRS	0	14-methyl-hexa-decanoyl-ACP_c0	10000000
cpd11492_c0	cpd11492_c0	-2	C14H24N2O10PRS	0	Malonyl-acyl-carrierprotein-_c0	10000000
cpd11536_c0	cpd11536_c0	-1	C24H45N2O8PRS	0	11-methyl-dodecanoyl-ACP_c0	10000000
cpd11537_c0	cpd11537_c0	-1	C26H47N2O9PRS	0	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	10000000
cpd02083_c0	cpd02083_c0	-4	C36H40N4O8	0	CoproporphyrinogenIII_c0	10000000
cpd00238_c0	cpd00238_c0	-2	C7H13O10P	0	Sedoheptulose7-phosphate_c0	-466.34
cpd11495_c0	cpd11495_c0	-2	C16H29N2O8PRS	0	2-methylbutyryl-ACP_c0	10000000
cpd11496_c0	cpd11496_c0	-1	C18H31N2O9PRS	0	4-methyl-3-oxo-hexanoyl-ACP_c0	10000000
cpd00773_c0	cpd00773_c0	-3	C20H28N3O19P2	0	UDP-MurNAc_c0	-820.27
cpd00890_c0	cpd00890_c0	-3	C23H33N4O20P2	0	UDP-N-acetylmuramoyl-L-alanine_c0	-851.04
cpd03586_c0	cpd03586_c0	-6	C84H148N2O37P2	0	kdo2-lipid iva_c0	-1411.42
cpd04918_c0	cpd04918_c0	-2	C7H13O10P	0	D-Glycero-D-manno-heptose7-phosphate_c0	-467.2
cpd11420_c0	cpd11420_c0	0	C6H7NO2R2S2	0	trdox_c0	10000000
cpd11421_c0	cpd11421_c0	0	C6H9NO2R2S2	0	trdrd_c0	10000000
cpd11543_c0	cpd11543_c0	-1	C28H51N2O8PRS	0	15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	10000000
cpd11544_c0	cpd11544_c0	-2	C28H53N2O8PRS	0	15-methyl-hexa-decanoyl-ACP_c0	10000000
cpd03585_c0	cpd03585_c0	-5	C76H137N2O30P2	0	KDO-lipid IV(A)_c0	-1175.59
cpd08316_c0	cpd08316_c0	-4	C7H12O13P2	0	D-Glycero-D-manno-heptose1-7-bisphosphate_c0	-679.7
cpd00557_c0	cpd00557_c0	-8	C42H36FeN4O16	0	Siroheme_c0	10000000
cpd03426_c0	cpd03426_c0	-8	C42H38N4O16	0	Sirohydrochlorin_c0	10000000
cpd10515_c0	cpd10515_c0	2	Fe	0	Fe2+_c0	-18.85
cpd15378_c0	cpd15378_c0	0	C7H8O2	0	4-Hydroxy-benzylalcohol_c0	-47.76
cpd00484_c0	cpd00484_c0	0	C7H6O2	0	p-Hydroxybenzaldehyde_c0	-39.83
cpd11522_c0	cpd11522_c0	-1	C18H33N2O9PRS	0	5-methyl-3-hydroxy-hexanoyl-ACP_c0	10000000
cpd11523_c0	cpd11523_c0	-1	C18H31N2O8PRS	0	5-methyl-trans-hex-2-enoyl-ACP_c0	10000000
cpd00443_c0	cpd00443_c0	-1	C7H6NO2	0	ABEE_c0	-48.99
cpd00338_c0	cpd00338_c0	0	C5H9NO3	0	5-Aminolevulinate_c0	-112.89
cpd00027_e0	cpd00027_e0	0	C6H12O6	0	D-Glucose_e0	-218.28
cpd01620_c0	cpd01620_c0	-7	C42H41N4O16	0	Precorrin 2_c0	10000000
cpd01749_c0	cpd01749_c0	0	C11H12N2O4	0	N-Formylkynurenine_c0	-113.18
cpd00220_c0	cpd00220_c0	-1	C17H19N4O6	0	Riboflavin_c0	-110.72
cpd00343_c0	cpd00343_c0	-2	C5H6N2O5	0	N-Carbamoyl-L-aspartate_c0	-203.96
cpd11539_c0	cpd11539_c0	-1	C26H47N2O8PRS	0	13-methyl-trans-tetra-dec-2-enoyl-ACP_c0	10000000
cpd11540_c0	cpd11540_c0	-2	C26H49N2O8PRS	0	13-methyl-tetra-decanoyl-ACP_c0	10000000
cpd00408_c0	cpd00408_c0	-1	C6H11O4	0	Pantoate_c0	-159.58
cpd03444_c0	cpd03444_c0	0	C46H70O	0	2-Octaprenylphenol_c0	211.57
cpd03445_c0	cpd03445_c0	0	C46H70O2	0	2-Octaprenyl-6-hydroxyphenol_c0	172.09
cpd11532_c0	cpd11532_c0	-1	C22H41N2O8PRS	0	9-methyl-decanoyl-ACP_c0	10000000
cpd11533_c0	cpd11533_c0	-1	C24H43N2O9PRS	0	11-methyl-3-oxo-dodecanoyl-ACP_c0	10000000
cpd11524_c0	cpd11524_c0	-1	C18H33N2O8PRS	0	5-methyl-hexanoyl-ACP_c0	10000000
cpd11525_c0	cpd11525_c0	-1	C20H35N2O9PRS	0	7-methyl-3-oxo-octanoyl-ACP_c0	10000000
cpd11499_c0	cpd11499_c0	-1	C18H33N2O8PRS	0	4-methyl-hexanoyl-ACP_c0	10000000
cpd11500_c0	cpd11500_c0	-1	C20H35N2O9PRS	0	6-methyl-3-oxo-octanoyl-ACP_c0	10000000
cpd03443_c0	cpd03443_c0	-1	C47H69O3	0	3-Octaprenyl-4-hydroxybenzoate_c0	128.94
cpd11512_c0	cpd11512_c0	-1	C26H47N2O9PRS	0	12-methyl-3-oxo-tetra-decanoyl-ACP_c0	10000000
cpd11513_c0	cpd11513_c0	-1	C26H49N2O9PRS	0	12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	10000000
cpd03470_c0	cpd03470_c0	-2	C4H3NO4	0	Iminoaspartate_c0	-173.6
cpd15683_c0	cpd15683_c0	-2	C46H83N3O15P2	0	CDP-1,2-diisoheptadecanoylglycerol_c0	-637.98
cpd11541_c0	cpd11541_c0	-1	C28H51N2O9PRS	0	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	10000000
cpd00009_e0	cpd00009_e0	-2	HO4P	0	Phosphate_e0	-261.974
cpd00760_c0	cpd00760_c0	-4	C26H40N7O17P3S	0	2-Methylbutyryl-CoA_c0	-782.78
cpd02125_c0	cpd02125_c0	-4	C26H38N7O17P3S	0	Tiglyl-CoA_c0	-762.53
cpd11501_c0	cpd11501_c0	-1	C20H37N2O9PRS	0	6-methyl-3-hydroxy-octanoyl-ACP_c0	10000000
cpd11506_c0	cpd11506_c0	-1	C22H39N2O8PRS	0	8-methyl-trans-dec-2-enoyl-ACP_c0	10000000
cpd11507_c0	cpd11507_c0	-1	C22H41N2O8PRS	0	8-methyl-decanoyl-ACP_c0	10000000
cpd15492_c0	cpd15492_c0	-11	C139H241N2O70P4	0	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2696.21
cpd02993_c0	cpd02993_c0	-4	C68H126N2O23P2	0	Lipid IV(A)_c0	-939.76
cpd02654_c0	cpd02654_c0	-2	C6H8NO4PS	0	4-Methyl-5--2-phosphoethyl-thiazole_c0	-219.61
cpd02043_c0	cpd02043_c0	-1	C8H7O4	0	(S)-4-Hydroxymandelate_c0	-127.4
cpd11508_c0	cpd11508_c0	-1	C24H43N2O9PRS	0	10-methyl-3-oxo-dodecanoyl-ACP_c0	10000000
cpd15488_c0	cpd15488_c0	-8	C131H231N2O60P3	0	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2247.88
cpd15550_c0	cpd15550_c0	-10	C131H230N2O63P4	0	phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2460.38
cpd11509_c0	cpd11509_c0	-1	C24H45N2O9PRS	0	10-methyl-3-hydroxy-dodecanoyl-ACP_c0	10000000
cpd11521_c0	cpd11521_c0	-1	C18H31N2O9PRS	0	5-methyl-3-oxo-hexanoyl-ACP_c0	10000000
cpd02775_c0	cpd02775_c0	-2	C6H8N3O4P	0	4-Amino-5-phosphomethyl-2-methylpyrimidine_c0	-204.04
cpd02894_c0	cpd02894_c0	-2	C6H9N3O7P2	0	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	-412.04
cpd00638_c0	cpd00638_c0	-2	C21H24N6O15P2	0	Deamido-NAD_c0	-572.03
cpd02210_c0	cpd02210_c0	-2	C11H12NO6P	0	Indoleglycerol phosphate_c0	-267.57
cpd11529_c0	cpd11529_c0	-1	C22H39N2O9PRS	0	9-methyl-3-oxo-decanoyl-ACP_c0	10000000
cpd15432_c0	cpd15432_c0	-11	C176H303N2O100P4	0	core oligosaccharide lipid A_c0	-3647.28
cpd03494_c0	cpd03494_c0	-4	C87H139N7O23P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	-678.6
cpd01966_c0	cpd01966_c0	-4	C26H38N7O17P3S	0	Dimethylacryloyl-CoA_c0	-762.53
cpd02711_c0	cpd02711_c0	-3	C6H8O9P	0	2-Keto-3-deoxy-6-phosphogluconate_c0	-432.64
cpd15352_c0	cpd15352_c0	0	C50H70O2	0	2-Demethylmenaquinone 8_c0	206.47
cpd00063_c0	cpd00063_c0	2	Ca	0	Ca2+_c0	10000000
cpd00063_e0	cpd00063_e0	2	Ca	0	Ca2+_e0	10000000
cpd00205_c0	cpd00205_c0	1	K	0	K+_c0	10000000
cpd00205_e0	cpd00205_e0	1	K	0	K+_e0	10000000
cpd11510_c0	cpd11510_c0	-1	C24H43N2O8PRS	0	10-methyl-trans-dodec-2-enoyl-ACP_c0	10000000
cpd11511_c0	cpd11511_c0	-1	C24H45N2O8PRS	0	10-methyl-dodecanoyl-ACP_c0	10000000
cpd11497_c0	cpd11497_c0	-1	C18H33N2O9PRS	0	4-methyl-3-hydroxy-hexanoyl-ACP_c0	10000000
cpd11498_c0	cpd11498_c0	-1	C18H31N2O8PRS	0	4-methyl-trans-hex-2-enoyl-ACP_c0	10000000
cpd00275_c0	cpd00275_c0	0	C10H12N2O3	0	L-Kynurenine_c0	-76.94
cpd00689_c0	cpd00689_c0	-1	C10H13N2O4	0	Porphobilinogen_c0	-118.18
cpd00028_c0	cpd00028_c0	-2	C34H30FeN4O4	0	Heme_c0	10000000
cpd15485_c0	cpd15485_c0	-5	C117H211N2O45P2	0	heptosyl-kdo2-lipidA_c0	-1645.58
cpd15793_c0	cpd15793_c0	-2	C81H156O17P2	0	Stearoylcardiolipin (B. subtilis)_c0	-696.66
cpd02720_c0	cpd02720_c0	-2	C9H15N4O9P	0	5-Amino-6--5-phosphoribitylaminouracil_c0	-402.07
cpd00683_c0	cpd00683_c0	-1	C14H13N6O3	0	Dihydropteroate_c0	-2.14
cpd11538_c0	cpd11538_c0	-1	C26H49N2O9PRS	0	13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	10000000
cpd00099_e0	cpd00099_e0	-1	Cl	0	Cl-_e0	10000000
cpd11542_c0	cpd11542_c0	-1	C28H53N2O9PRS	0	15-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	10000000
cpd00056_c0	cpd00056_c0	-1	C12H17N4O7P2S	0	TPP_c0	-368.32
cpd00030_e0	cpd00030_e0	2	Mn	0	Mn2+_e0	10000000
cpd00030_c0	cpd00030_c0	2	Mn	0	Mn2+_c0	10000000
cpd00048_c0	cpd00048_c0	-2	O4S	0	Sulfate_c0	-177.97
cpd01772_c0	cpd01772_c0	-2	C11H8O5	0	Succinylbenzoate_c0	-160.84
cpd00048_e0	cpd00048_e0	-2	O4S	0	Sulfate_e0	-177.97
cpd11416_c0	cpd11416_c0	0	null	0	Biomass_c0	10000000
